Speaker,Text
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,  1 
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4 5 6 7 8 9   
CHIEF JUSTICE ROBERTS: I --I --I,10  11  12 13  14  15  16  17  18 19 20  21  22  23 24  25  62 Official 
CHIEF JUSTICE ROBERTS: I --I --I,for paying the drawee bank or for reporting the
CHIEF JUSTICE ROBERTS: I --I --I, unclaimed property.
CHIEF JUSTICE ROBERTS: I --I --I, The other definition of bank check 
CHIEF JUSTICE ROBERTS: I --I --I,"that you've been given is a broader definition than that, and it's the -- the definition that Brady's Law of Bank Checks, which is again reproduced in Delaware's appendix, gives for bank checks where it describes a bank check as"
CHIEF JUSTICE ROBERTS: I --I --I, both those -- that technical definition that I 
CHIEF JUSTICE ROBERTS: I --I --I,just mentioned but also ordinary checks. 
CHIEF JUSTICE ROBERTS: I --I --I,Or -- in -- in the 1970s going all the 
CHIEF JUSTICE ROBERTS: I --I --I,"way back until World War I, ""bank check"" had been used as a terminology -- used as a term under Brady's Law of Bank Checks to both mean those -- those specific instruments issued by banks but also ordinary checks, and that's part of why a third -party bank check ultimately, what "
CHIEF JUSTICE ROBERTS: I --I --I,"that phrase means if we're in the ""similar written instrument"" provision, is an ordinary check. "
CHIEF JUSTICE ROBERTS: I --I --I,CHIEF JUSTICE ROBERTS: The impression 
CHIEF JUSTICE ROBERTS: I --I --I,I got reading your arguments and your friend's argument is that nobody has much of an idea what a third- party bank check is. 
CHIEF JUSTICE ROBERTS: I --I --I,Is that -- is that a fair --
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,  1   
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4   5   6 7 8 9   
CHIEF JUSTICE ROBERTS: I --I --I,10  11 12  13  14  15  16  17 18  19  20  21  22  23  24 25  63Official 
CHIEF JUSTICE ROBERTS: I --I --I,"MR. BRONNI: That's fair, Your Honor."
CHIEF JUSTICE ROBERTS: I --I --I, I -- I think that we're --
CHIEF JUSTICE ROBERTS: I --I --I,(Laughter.)
CHIEF JUSTICE ROBERTS: I --I --I," MR. BRONNI: -- we are -- we are,"
CHIEF JUSTICE ROBERTS: I --I --I," however, stuck with -- with two things. We have "
CHIEF JUSTICE ROBERTS: I --I --I,"to at least try and figure out what the terminology could have meant using similar phraseology in the 1970s, and, you know, again,"
CHIEF JUSTICE ROBERTS: I --I --I, it --they've agreed that it has to at least be 
CHIEF JUSTICE ROBERTS: I --I --I,"a bank check.  We're in agreement there. Something must at least be a bank check, and these don't meet that definition. "
CHIEF JUSTICE ROBERTS: I --I --I,"But, in --in --in terms of what the "
CHIEF JUSTICE ROBERTS: I --I --I,"entire phrase could have meant, again, you --this is another example where I think you've only been offered two realistic options based in the way similar phraseology was used in the 1970s, neither one of which would describe these instruments. "
CHIEF JUSTICE ROBERTS: I --I --I,So Delaware says that a -- that in the 
CHIEF JUSTICE ROBERTS: I --I --I,"phrase third- party bank check, the third party "
CHIEF JUSTICE ROBERTS: I --I --I,refers to an outside issuer or payer. 
CHIEF JUSTICE ROBERTS: I --I --I,The problem with that is that that's 
CHIEF JUSTICE ROBERTS: I --I --I,"not the way ""third party"" is used on a financial instrument.  It wasn't used that way in the "
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,  1   
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4   5   6 7   8   9 
CHIEF JUSTICE ROBERTS: I --I --I,10  11  12 13  14  15  16  17  18  19  20  21  22  23  24 25  64Official 
CHIEF JUSTICE ROBERTS: I --I --I,1970s. All the experts agreed on that.
CHIEF JUSTICE ROBERTS: I --I --I," Instead, when -- when somebody"
CHIEF JUSTICE ROBERTS: I --I --I," referred to the third party on a check or third party in a financial instrument, that third-party reference was always a reference to "
CHIEF JUSTICE ROBERTS: I --I --I,a payee or the party that ultimately got paid on
CHIEF JUSTICE ROBERTS: I --I --I, an instrument.
CHIEF JUSTICE ROBERTS: I --I --I," So sometimes, for instance, it was "
CHIEF JUSTICE ROBERTS: I --I --I,"used like in the twice endorsed check definition, where a third- party check is a "
CHIEF JUSTICE ROBERTS: I --I --I,"common enough phrase then and today that it's actually defined in Black's Law Dictionary as a twice endorsed check.  So the third party on that instrument is the endorsee, the third party to the original transaction who is the -- the "
CHIEF JUSTICE ROBERTS: I --I --I,payee on that instrument. 
CHIEF JUSTICE ROBERTS: I --I --I,The other way the phrase third party 
CHIEF JUSTICE ROBERTS: I --I --I,and check got used in the 1970s was in the context of third -party payment services or 
CHIEF JUSTICE ROBERTS: I --I --I,"third-party services, and there again, the "
CHIEF JUSTICE ROBERTS: I --I --I,"reference was always to the party that ultimately got paid, the payee. "
CHIEF JUSTICE ROBERTS: I --I --I,"So a third- party payment service, as "
CHIEF JUSTICE ROBERTS: I --I --I,"the Hunt Commission explained, but it's not the only example, is a mechanism whereby a deposit "
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,  1 
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4 5   6   7 8   9   
CHIEF JUSTICE ROBERTS: I --I --I,10  11 12  13  14  15  16 17  18 19  20 21  22 23  24  25  65 Official 
CHIEF JUSTICE ROBERTS: I --I --I,intermediary transfers funds to a third -party
CHIEF JUSTICE ROBERTS: I --I --I," payee, a third -party account holder upon the"
CHIEF JUSTICE ROBERTS: I --I --I," orders of the depositor.  So, again, there, the "
CHIEF JUSTICE ROBERTS: I --I --I,phraseology is used to reference the ultimate
CHIEF JUSTICE ROBERTS: I --I --I, payee.
CHIEF JUSTICE ROBERTS: I --I --I, It's never been used and Delaware 
CHIEF JUSTICE ROBERTS: I --I --I,doesn't cite a single source where it was used
CHIEF JUSTICE ROBERTS: I --I --I, in the 1970s to refer to an outside issuer or processor.  And what that means is they've 
CHIEF JUSTICE ROBERTS: I --I --I,offered a definition that is no way anchored with the way the terminology was used in the 1970s. 
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE JACKSON:  And don't we also 
CHIEF JUSTICE ROBERTS: I --I --I,have the legislative history that suggests that the inclusion of third -party bank check was 
CHIEF JUSTICE ROBERTS: I --I --I,supposed to be a technical or minor change? 
CHIEF JUSTICE ROBERTS: I --I --I,The thing that is a little concerning 
CHIEF JUSTICE ROBERTS: I --I --I,"to me is that if it is used to exclude instruments that function like money orders, then we're talking about a huge carveout to a statute that was designed to solve the inequitable escheatment problem in a way that doesn't seem technical or minor. "
CHIEF JUSTICE ROBERTS: I --I --I,MR. BRONNI: That --I absolutely 
CHIEF JUSTICE ROBERTS: I --I --I,"agree with that, Your Honor, that Treasury, when "
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                   
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                    
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,  1 
CHIEF JUSTICE ROBERTS: I --I --I,2   3   4   5   6   7 8   9 
CHIEF JUSTICE ROBERTS: I --I --I,10  11  12  13 14  15 16  17  18  19  20  21  22  23    24  25  66 Official 
CHIEF JUSTICE ROBERTS: I --I --I,"it requested this, and it's undisputed, it --yes, it's legislative history in some sense, but"
CHIEF JUSTICE ROBERTS: I --I --I, it's really drafting history.  Nobody disputes that --that Treasury requested this exception.
CHIEF JUSTICE ROBERTS: I --I --I, And Treasury characterized it as a
CHIEF JUSTICE ROBERTS: I --I --I, clarifying amendment that was designed to cure 
CHIEF JUSTICE ROBERTS: I --I --I,"an ambiguity in the statute, which suggests that"
CHIEF JUSTICE ROBERTS: I --I --I, it was -- it was -- it was sort of the -- the 
CHIEF JUSTICE ROBERTS: I --I --I,narrow change to the statute to make something doubly clear. 
CHIEF JUSTICE ROBERTS: I --I --I,And I think the -- defining a 
CHIEF JUSTICE ROBERTS: I --I --I,third-party bank check as an ordinary check 
CHIEF JUSTICE ROBERTS: I --I --I,really fits that characterization of a clarifying amendment and a narrow sort of belt-and-suspenders approach to make sure that 
CHIEF JUSTICE ROBERTS: I --I --I,"ordinary checks, which obviously do not present the windfall problem because, one, we have addresses because we have account information, right, but also aren't prepaid. "
CHIEF JUSTICE ROBERTS: I --I --I,So that -- that is entirely consistent 
CHIEF JUSTICE ROBERTS: I --I --I,with that -- that sort of legislative history. 
CHIEF JUSTICE ROBERTS: I --I --I,JUSTICE KAGAN:  I --I guess they 
CHIEF JUSTICE ROBERTS: I --I --I,failed in that endeavor to make things doubly clear. 
CHIEF JUSTICE ROBERTS: I --I --I,(Laughter.) 
CHIEF JUSTICE ROBERTS: I --I --I,Heritage Reporting Corporation   
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I, 
CHIEF JUSTICE ROBERTS: I --I --I,   
CHIEF JUSTICE ROBERTS: I --I --I,                                                                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                  
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,                             
CHIEF JUSTICE ROBERTS: I --I --I,                 
CHIEF JUSTICE ROBERTS: I --I --I,               
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,                
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,              
CHIEF JUSTICE ROBERTS: I --I --I,  1   
CHIEF JUSTICE ROBERTS: I --I --I,2 3   4 5   6   7   8 9   
